text,label
 Người già còn có thể nghiện các loại thuốc gì ?,Bệnh rối loạn tâm thần ở tuổi già
"Những cách điều trị thường bao gồm chăm sóc hỗ trợ và tâm lý trị liệu. Tình trạng bệnh thường bị kéo dài nếu không được điều trị. Bệnh được cho là ảnh hưởng đến khoảng 1,5% trên tổng dân số và 3% đối với những người nhập viện tâm thần ở Châu Âu và Bắc Mỹ. Bệnh này ở nữ giới nhiều gấp sáu lần so với nam giới. Số lượng các trường hợp DID tăng đáng kể trong nửa sau của thế kỷ 20, cùng với số lượng nhân cách ở bệnh nhân cũng tăng đáng kể.",Rối loạn nhân dạng phân ly (DID)
Rối loạn giải thể nhân cách thường có liên quan đến các sự kiện gây sang chấn nặng hoặc các sang chấn tâm lý từ thời thơ ấu.,Khác
"Do đó, gia đình cần phát hiện sớm để bệnh nhân được chẩn đoán và điều trị kịp thời. Hội chứng Fregoli gây ra những ảnh hưởng nghiêm trọng đối với cuộc sống và sức khỏe. Do luôn thường trực sự nghi ngờ nên bệnh nhân có thể nổi nóng, gây hấn với những người xung quanh. Vì vậy, điều trị nên được thực hiện càng sớm càng tốt.",Hội chứng Fregoli
"rối loạn phát triển không điển hình, tính cách không điển hình, tự kỷ không điển hình, tự kỷ hoạt cao…",Rối loạn phát triển
"Anh em cũng bị bệnh tâm thần phân liệt từ năm học lớp 12. Đến giờ đã 37 tuổi, 20 năm rồi. Gia đình có đi chạy chữa khắp nơi nhưng không khỏi. Mấy năm nay cứ cho vào bệnh viện tâm thần được vài hôm rồi bệnh viện kêu đỡ trả về. Về nhà được 2,3 hôm lại phát lên cơn lại. Và cứ mãi như thế. Nhìn thấy đau xót lòng quá, kiểu giống như sống cho qua ngày chứ không chữa dứt điểm được. Là một người anh lúc nhỏ chăm chỉ làm việc và học luôn giỏi nhất, giờ về nhìn anh không khỏi xót xa.",Tâm thần phân liệt
"Em là P., 20 tuổi. Em có vấn đề trong việc giao lưu, mở rộng mối quan hệ với những người xung quanh. Em lo sợ khi em gặp gỡ họ, họ sẽ có thái độ chê bai và khinh thường em, không cho em kết giao với họ. Xin chuyên gia cho biết vấn đề của em là gì ạ.",Rối loạn nhân cách né tránh (AVPD)
Tỉ lệ mắc các chứng của rối loạn dạng cơ thể trong vòng 1 năm ở nữ trưởng thành là bao nhiêu?,Rối loạn dạng cơ thể
"Các triệu chứng vì CJD đi kèm với các vấn đề về thể chất như mất dần khả năng nói, rối loạn chức năng thăng bằng và phối hợp vận động, thay đổi dáng đi và tư thế cứng nhắc.",Bệnh CreutzfeldtJakob
Bác sĩ thường hỏi các câu hỏi gì về liệt dương để chẩn đoán RLCD?,Rối loạn cường dương
 Các đối tượng hoặc tình huống gây ám ảnh sợ hầu hết luôn kích thích điều gì ?,Khác
Lượng serotonin ở chán ăn tâm thần ngược với ăn ói đúng không?,Rối loạn ăn uống
"Bên cạnh đó, ảo giác cũng là một triệu chứng thường gặp, có thể kể đến một số loại ảo giác như: ảo thanh, ảo xúc hoặc thị giác,… Bệnh nhân thường xuyên nghe được những âm thanh không có thật, điều này ảnh hưởng nghiêm trọng tới tâm lý cũng như cuộc sống hàng ngày của người mắc bệnh tâm thần phân liệt.",Tâm thần phân liệt
"Hai vợ chồng tôi có duy nhất 01 cháu trai, cháu sinh năm 2003, cháu rất nghịch ngợm từ bé đến giờ nhưng gia đình chỉ nghĩ cháu hiếu động thôi chứ không nghĩ gì khác. Gần đây qua sách báo và trang Web của bệnh viện nói về chứng hiếu động quá của trẻ em dẫn đến lơ là, không chú ý đến học tập. Chúng tôi về cũng thử quan sát cháu thì cũng thấy hình như là như vậy, nhưng chúng tôi cũng không có chuyên môn để khẳng định điều đấy. Chỉ thấy khi cháu đi học bơi, cháu không hề để ý đến lời thầy giáo dạy cứ nhìn ngó lung tung không chú ý, ở nhà không lúc nào ngôi yên cứ luôn chân luôn tay, đi học mẫu giáo cháu cũng không tập trung nghe cô giảng bài và cô mẫu giáo cũng nói cháu rất hiếu động nhưng lại rất thông minh. Đến tháng 09/2009 này cháu đi học lớp 1 rồi mà tôi thấy không tập trung được thì cảm thấy rất lo lắng.Xin bác sỹ tư vấn có phải con tôi bị như vậy là mắc chứng bệnh hiếu động quá không?",Rối loạn tăng động giảm chú ý (ADHD)
Hội chứng Stockholm là một phản ứng tâm lý xảy ra khi các con tin hoặc nạn nhân của một vụ bắt cóc có liên kết với những kẻ bắt cóc hoặc lạm dụng hay giam giữ họ.,Hội chứng Stockholm
"Không có giải pháp nào giúp những người nghiện xem phim khiêu dâm chữa trị, giải quyết các vấn đề tâm lý và vấn đề tình dục của riêng họ.",Chứng nghiện
Càng lớn tuổi càng có nguy cơ mắc RLCD đúng không?,Rối loạn cường dương
Để giải tỏa những tiêu cực tôi cần chia sẽ chúng với ai ?,Rối loạn cảm xúc
"Mục tiêu điều trị là giảm bớt các triệu chứng và giúp trẻ em hoạt động bình thường trong cuộc sống.Liệu pháp tâm lý:
 Liệu pháp hành vi nhận thức (CBT) là phương pháp điều trị hiệu quả nhất cho OCD.
 CBT giúp trẻ nhận thức và thay đổi những suy nghĩ và hành vi tiêu cực.
 Một số kỹ thuật CBT thường được sử dụng trong điều trị OCD bao gồm:
 Phơi nhiễm và ngăn chặn phản ứng: Trẻ dần dần tiếp xúc với những điều khiến trẻ lo lắng và học cách không thực hiện các hành vi cưỡng chế.
 Tái cấu trúc nhận thức: Trẻ học cách xác định và thách thức những suy nghĩ tiêu cực và không chính xác về bản thân và thế giới xung quanh.
 Giải quyết vấn đề: Trẻ học cách giải quyết các vấn đề một cách hiệu quả và lành mạnh.",Rối loạn ám ảnh cưỡng chế (OCD)
Những tiêu chuẩn phi thực tế về tiêu chuẩn của vẻ đẹp của phim ảnh tác động mạnh đến điều gì?,Rối loạn ăn uống
Rối loạn giấc ngủ bao gồm hai loại chính nào sau đây?,Rối loạn giấc ngủ (Hypersomnia)
"Chồng em sinh năm 1982. Dạo gần đây, gia đình xây nhà nên căng thẳng, anh ấy phát bệnh. Luôn trong trạng thái hưng phấn quá mức, dễ nổi nóng. Có khi còn cởi cả quần ra, chửi bới, cắt tóc một cách dị thường. Bố anh ấy cũng từng bị chứng hoang tưởng, loạn thần.",Rối loạn lưỡng cực (Bipolar disorder)
Em chào bác sĩ em gần đây ngủ ít dậy sớm khi giao tiếp thì người xung quanh em thường nói em hay nói lặp lại nhiều lần và cũng hay bị nói lắp lâu lâu thì em lại nói chuyện rất nhanh đụng vật dụng gì thì em thường xuyên rửa tay thường xuyên không tập trung và chú ý trong công việc em cũng ít bạn bè và em cũng thường ít giữ được mối quan hệ lâu dài với mọi người em cũng thường xuyên nói chuyện 1 mình thường hay nổi giận trong lòng nhưng không thể hiện ra và hay tạo ra câu chuyện để nói chuyện 1 mình mong bác sĩ giải đáp thắc mắc giúp em với ạ,Rối loạn lo âu lan tỏa (GAD)
phòng ngủ như thế nào khiến bé mất ngủ?,Mất ngủ
Những dấu hiệu và triệu chứng của rối loạn nhân cách phụ thuộc (DPD): Dễ bị tổn thương bởi những lời chỉ trích hoặc không tán thành,Rối loạn nhân cách phụ thuộc (DPD)
Cả truyền hình đại chúng và bệnh rối loạn ăn uống đều phát triển mạnh trong thập niên gần đây. Các nhà nghiên cứu và thầy thuốc lâm sàng đều quan tâm đến mối quan hệ giữa hai hiện tượng này và đang tìm cách giảm bớt tác động tiêu cực của truyền thông lên nhận thức của phái nữ về hình thể.,Rối loạn ăn uống
Serotonin đóng vai trò gì trong việc gây ra OCD?,Rối loạn lo âu
"Để được chẩn đoán mắc chứng rối loạn trầm cảm nặng, người bệnh đã từng xuất hiện hoặc trải qua:
 
 Phải trải qua một sự thay đổi hoạt động khác thói quen trước đây của bạn
 Các triệu chứng phải xảy ra trong khoảng thời gian từ 2 tuần trở lên
 Ít nhất một triệu chứng là tâm trạng chán nản hoặc mất hứng thú, niềm vui
 Theo đó, bạn phải trải qua 5 hoặc có thể nhiều hơn các triệu chứng kéo dài trong 2 tuần sau đây:
 
 Bạn cảm thấy buồn bã hoặc cáu kỉnh hầu hết trong ngày, gần như mỗi ngày.
 Bạn ít quan tâm đến hầu hết các hoạt động mà bạn đã từng yêu thích.
 Bạn thay đổi cân nặng đột ngột hoặc thay đổi cảm giác thèm ăn.
 Bị rối loạn giấc ngủ, khó đi vào giấc ngủ, ngủ không sâu hoặc muốn ngủ nhiều hơn bình thường.
 Bạn trải qua cảm giác bồn chồn.",Rối loạn trầm cảm
"AIWS gây ra một loạt triệu chứng, nói chung có thể được phân loại thành biến dạng khác nhau như: Thời gian: Các triệu chứng liên quan đến cách người bệnh cảm nhận thời gian. Họ không thể đánh giá một cách thực tế về thời gian trôi qua.",Hội chứng Alice in Wonderland
Hội chứng Diogenes là một chứng rối loạn hành vi được đặc trưng bởi sự lơ là quá mức trong việc chăm sóc bản thân.,Hội chứng Diogenes
"Rối loạn lo âu lan tỏa (GAD) được đặc trưng bởi các triệu chứng phổ biến sau:
 1. Lo lắng dai dẳng và quá mức
 2. Khó kiểm soát lo lắng
 3. Các triệu chứng về thể chất gồm căng cơ, đau đầu, mệt mỏi, bồn chồn, cáu kỉnh, khó ngủ
 4. Suy giảm chức năng, ảnh hưởng đến mối quan hệ
 5. Bản chất mãn tính và lan tỏa
 6. Khó thư giãn",Rối loạn lo âu lan tỏa (GAD)
Stress có gây hại cho sức khỏe con người không ?,Căng thẳng Stress
"nhóm thuốc nào dành cho những bệnh nhân hay trằn trọc, khó ngủ, tỉnh giấc giữa đêm vì rối loạn tâm lý",Rối loạn giấc ngủ (Hypersomnia)
"Triệu chứng chính của hội chứng Cotard là niềm tin sai lầm về sự tồn tại của họ. Họ có thể tin rằng: Họ không tồn tại; Họ đang chết hoặc đã chết; Một số bộ phận trên cơ thể của họ bị thiếu; Họ bất tử hoặc họ đã chết và đang bắt đầu cuộc sống mới. Những người mắc hội chứng này có thể tin rằng các cơ quan nội tạng của họ đang bị phân hủy ở bên trong, biến mất hoặc bị ăn mất. Một đánh giá năm 2017 cho thấy trong 12 người mắc hội chứng Cotard thì có 8 người tin rằng họ đã chết, trong đó có 3 người nghĩ rằng họ bị nhân viên y tế giết; 4 người còn lại nói rằng họ đang trong giai đoạn hấp hối.",Hội chứng Cotard
"Rối loạn nhân cách ranh giới (BPD) có dấu hiệu, triệu chứng nào sau đây?",Rối loạn nhân cách ranh giới (BPD)
"Theo y học hiện đại, mất ngủ là thuật ngữ dùng để diễn tả trạng thái hưng phấn của đại não tăng lên, khiến cho người bệnh khó đi vào giấc ngủ, đầu óc mơ màng, ngủ lơ mơ, khi ngủ xuyên suất và rất dễ giật mình. Do đó bác sĩ sẽ chỉ định các loại thuốc giúp đưa người bệnh vào giấc ngủ nhanh hơn, an thần và kéo dài giấc ngủ.",Mất ngủ
"Có nhiều nguyên nhân dẫn tới chứng háu ăn tâm thần: Phần lớn không phát triển thành bệnh, chỉ một số phụ nữ nào có nhân cách không ổn định hoặc đang trong giai đoạn stress kéo dài, quá tự ti với chính bản thân mình mới có nguy cơ mắc bệnh cao.",Chứng háu ăn tâm thần
Rối loạn ăn uống là gì?,Rối loạn ăn uống
"Người bị rối loạn điều chỉnh đối diện một cách khó khăn với các sự kiện gây căng thẳng như áp lực công việc, bệnh tật, người thân qua đời…
 
 Bất cứ thay đổi nào trong cuộc sống cũng có thể khiến cho bệnh nhân rơi vào trạng thái căng thẳng tột độ.",Rối loạn điều chỉnh (AD)
Các nghiên cứu gần đây về OCD tìm hiểu điều gì?,Rối loạn ám ảnh cưỡng chế (OCD)
"""Rối loạn tâm thần như trầm cảm, rối loạn lo âu. Gia tăng sự cô lập, cô đơn. Giảm kết quả học tập, giảm năng suất công việc"" là những dấu diệu đặc trưng của việc nghiện social media có phải không",Nghiện mạng xã hội
"Trầm cảm được gọi là rối loạn vì không thể xác định nguyên nhân cụ thể, ta chỉ có thế xác định yếu tố nguy cơ, tức là cá nhân đó trải qua những điều này thì nguy cơ gặp trầm cảm sẽ cao hơn những đối tượng khác. Các nguy cơ trầm cảm có thể bao gồm:
 
 Do bệnh lý hoặc chấn thương: Người có tiền sử mắc bệnh não như viêm não, u não, chấn thương sọ não dễ mắc bệnh trầm cảm do tổn thương cấu trúc não.
 Sử dụng chất kích thích:Người bệnh dễ trầm cảm nếu hút thuốc lá, rượu bia, sử dụng chất kích thích tổn hại thần kinh như ma túy, ma túy đá..
 Trầm cảm do căng thẳng kéo dài: công việc áp lực kéo dài, áp lực gia đình, xung đột, môi trường sống căng thẳng…",Khác
"Hành vi khởi nguồn từ tâm lý, hàng loạt các vấn đề có thể xảy đến với người mắc bệnh chán ăn tâm thần, họ có sự nhìn nhận về trọng lượng cũng như vẻ đẹp hết sức sai lệch, cụ thể là: Méo mó trong tự cảm nhận ngoại hình cơ thể của bản thân",Chán ăn tâm thần
Dấu hiệu và triệu chứng không phải của bệnh hoảng loạn và rối loạn hoảng sợ là gì?,Rối loạn lo âu
Tần suất của rối loạn kiểm soát xung tại Hoa Kỳ là bao nhiêu?,Rối loạn tâm thần
Hội chứng sợ bị bỏ rơi dễ bị nhầm lẫn với các loại rối loạn nào?,Khác
Rối loạn nhân cách phụ thuộc (DPD) là gì?,Rối loạn nhân cách phụ thuộc (DPD)
"Thông thường những bệnh nhân mất ngủ lâu năm sẽ ít được kê đơn thuốc để điều trị. Tuy rằng các loại thuốc Tây y có thể giúp cải thiện nhanh chóng các triệu chứng của mất ngủ nhưng nếu sử dụng trong thời gian dài sẽ làm cho bệnh nhân bị ảnh hưởng về sức khỏe, có thể gây ra trạng thái mệt mỏi, suy giảm trí nhớ, mất ngủ vào ban đêm.",Mất ngủ
"Cá nhân nghi ngờ dai dẳng những người xung quanh có ác ý hay mưu đồ xấu xa nào đó với mình, khở phát từ tuổi trưởng thành và hiện diện trong nhiều bối cảnh:
  Nghi ngờ vô cớ người khác đang lợi dụng, hãm hại hoặc lừa dối mình
  Không muốn tâm sự với người khác vì sợ họ sử dụng làm hại đến mình
  Luôn nghĩ có cái gì đó mờ ám hoặc đe dọa bản thân đằng sau các sự kiện
  Có những nghi ngờ tái phát bất ngờ mà không cần bằng chứng cụ thể",Hoang tưởng
Giả sử một kẻ bắt cóc đang giữ một nhóm con tin và bắt đầu lo lắng về trạng thái thể chất của một trong những con tin bị bệnh. Kẻ bắt cóc này còn mang đồ ăn và thuốc men để chăm sóc cho con tin đó. Điều này có thể là dấu hiệu của:,Hội chứng Lima
Nghiên cứu chưa xác định được một nguyên nhân duy nhất gây ra bệnh tâm thần phân liệt. Người ta cho rằng sự tương tác giữa gen và một loạt các yếu tố môi trường có thể gây ra bệnh tâm thần phân liệt. Các yếu tố tâm lý xã hội cũng có thể ảnh hưởng đến sự khởi phát và diễn biến của bệnh tâm thần phân liệt. Việc sử dụng nhiều cần sa có liên quan đến nguy cơ mắc chứng rối loạn cao hơn.,Tâm thần phân liệt
"Nghiện rượu, tâm thần phân liệt hoặc nghiện chất kích thích là một vài yếu tố quan trọng.",Hội chứng Othello
 Ví dụ thực thế cho thấy rối loạn hoảng sợ không thể giải thích tốt hơn bởi một rối loạn tâm thần khác là gì ?,Rối loạn hoảng sợ (Panic disorder)
"SAD có thể bắt đầu ở mọi lứa tuổi, nhưng nó thường bắt đầu khi một người ở độ tuổi từ 18 đến 30 bao gồm:
  Người mệt mỏi và muốn ngủ
  Buồn chán
  Mong muốn nằm ngủ
  Ăn quá nhiều và gây tăng cân
  Liên tục mệt mỏi vào ban ngày
  Thường ngủ vào ban ngày, ngủ lâu hơn bình thường vào ban đêm và khó thức dậy vào buổi sáng",Khác
"Ái kỷ (narcissism) là một khác niệm thường được dùng để mô tả những người quan tâm đến bản thân hơn người khác. Nhưng không phải tất cả những người có đặc điểm này đều mắc chứng rối loạn nhân cách. Mặc dù những đặc tính ái kỷ có thể phổ biến hơn ở một số thời điểm, như là trong tuổi vị thành niên, điều này không có nghĩa là những người có nét ái kỷ sẽ hình thành chứng NPD.",Rối loạn nhân cách ái kỷ (NPD)
"Xác định các đặc điểm hỗn hợp có thể áp dụng cho giai đoạn hưng cảm, hưng cảm nhẹ hoặc trầm cảm trong rối loạn lưỡng cực I hoặc II",Rối loạn lưỡng cực (Bipolar disorder)
"Các biểu hiện đặc trưng trong khoảng 6 tháng gồm:
  Làm việc gì cũng muốn cho tuyệt vời, toàn hảo, ngăn nắp, trật tự
  Tư tưởng lại thiếu cởi mở, thiếu uyển chuyển, cứng nhắc, và cực đoan
  Đầu óc luôn bận rộn với những chi tiết, luật lệ, danh sách
  Không muốn loại bỏ điều gì dù điều đó không còn thích hợp hay không có giá trị nữa, nhưng ngược lại, có khi bỏ qua, không để ý đến những sự việc rất đáng phải quan tâm. OCD là sự hiện hữu thật sự của một hội chứng ám ảnh và cưỡng bức, buộc cá nhân phải lau dọn vệ sinh liên tục gây tốn thời gian, làm gây ra nhiều nỗi lo âu và buồn khổ cho cá nhân. Các triệu chứng luôn mang tính cách đột ngột, ngoài ý muốn và không thể chế ngự được nên cá nhân phải làm mọi cách để có thể giảm thiểu hay quên đi. 
 Tần suất và mức độ trầm trọng của các triệu chứng rối loạn ám ảnh và cưỡng bức của mỗi người bệnh thường khác nhau.",Rối loạn ám ảnh cưỡng chế (OCD)
Năm giai đoạn nghiện xem phim sex,Chứng nghiện
Một trong những đặc điểm thường gặp ở người bị ADHD là:,Rối loạn tăng động giảm chú ý (ADHD)
Căng thẳng tâm lý liên quan tới eating disorder như thế nào?,Rối loạn ăn uống
"Các bác sĩ thường khuyến khích người bệnh nên ưu tiên bổ sung nguồn protein từ động vật như thịt, cá, sữa hay trứng bởi có hàm lượng acid amin và các dưỡng chất cao, rất tốt cho hệ thần kinh",Rối loạn thần kinh thực vật
"Rối loạn lo âu là chứng rối loạn đặc trưng bởi sự lo lắng thái quá và căng thẳng thường
 xuyên mà không có lý do rõ ràng. Những trải nghiệm cảm xúc lo lắng, sợ hãi thái quá này
 ảnh hưởng trực tiếp đến các hoạt động chức năng của và cuộc sống của người bệnh.",Rối loạn lo âu
"Triệu chứng của rối loạn hoang tưởng:
 1. Ảo tưởng:
   Đặc điểm cốt lõi của Rối loạn hoang tưởng là sự hiện diện của một hoặc nhiều ảo tưởng kéo dài ít nhất một tháng.
   Các hoang tưởng thường có bản chất kỳ quái hoặc không kỳ quái, nghĩa là chúng có thể hợp lý (ví dụ: bị theo dõi hoặc bị đầu độc) hoặc không thể tin được (ví dụ: có mối quan hệ đặc biệt với một người nổi tiếng).
   Người mắc chứng Rối loạn hoang tưởng tin tưởng chắc chắn rằng ảo tưởng đó là đúng, mặc dù có bằng chứng ngược lại.
 2. Chức năng:
   Những người mắc chứng Rối loạn ảo tưởng nhìn chung có thể hoạt động bình thường trong cuộc sống hàng ngày, ngoại trừ những khía cạnh liên quan trực tiếp đến niềm tin ảo tưởng.
 3. Thiếu hiểu biết sâu sắc:
   Những người mắc chứng Rối loạn ảo tưởng thường thiếu hiểu biết sâu sắc về thực tế rằng niềm tin của họ là ảo tưởng và không dựa trên thực tế.",Hoang tưởng
Liệu pháp nhận thức  hành vi trong trị liệu tâm lý giúp người mắc rối loạn nhân cách loại phân liệt (STPD) điều gì?,Rối loạn nhân cách phân liệt (ScPD)
Ghi chú: giai đoạn trầm cảm chủ yếu cần có tiêu chuẩn A1  khí sắc trầm cảm.,Khác
Sexual dysfuntion có liên hệ với rối loạn tâm trạng đúng không?,Rối loạn chức năng tình dục
Các bạn nam thường có xu hướng nghiện chơi game có phải không,Nghiện mạng xã hội
Ảo thanh vang lên với giọng điệu xúc phạm hoặc đưa ra những mệnh lệnh sai khiến bệnh nhân thực hiện những hành vi xấu. Nội dung tiêu cực của ảo thanh khiến bệnh nhân rất đau khổ.,Ảo Thanh
"Prorein là một trong những thành phần quan trọng không thể thiếu trong chế độ dưỡng chất hằng ngày, nó giúp cung cấp các năng lượng để có thể hoạt động suốt ngày dài. Đồng thời protein cũng tham gia vào quá trình sản xuất và hình thành các tế bào trong cơ thể, bao gồm cả hệ thần kinh",Rối loạn thần kinh thực vật
"Nếu trong thời gian mang thai, người mẹ tiếp xúc nhiều với hóa chất, thuốc trừ sâu, thuốc diệt cỏ, các kim loại nặng,…cũng sẽ gây ảnh hưởng nghiêm trọng đến sức khỏe thai nhi và nhiều khả năng dẫn đến tình trạng rối loạn phát triển về sau của trẻ nhỏ.",Rối loạn phổ tự kỷ (ASD)
"sau một thời gian ngắn bị mất ngủ, chị em sẽ thay đổi như thế nào?",Rối loạn giấc ngủ (Hypersomnia)
Hút thuốc lá có rủi ro bị RLCD đúng không?,Rối loạn cường dương
"Rối loạn hoảng sợ là bệnh thuộc nhóm rối loạn lo âu, đặc trưng bởi các cơn hoảng sợ kịch phát, xuất hiện đột ngột và mạnh mẽ. Bệnh nhân có cảm giác như mình sắp chết hay cho rằng mình bị nhồi máu cơ tim, phát điên hoặc mất kiểm soát.
 
 Cơn hoảng sợ thường ngắn, đột ngột và gây ra các phản ứng dữ dội của cơ thể. Cảm giác lo lắng sợ hãi xuất hiện thường xuyên mặc dù không có nguyên nhân cụ thể, không có dấu hiệu báo trước.",Rối loạn hoảng sợ (Panic disorder)
Rối loạn hoảng sợ là một trong các chứng bệnh thuộc nhóm rối loạn lo âu.,Rối loạn lo âu
"Nghiện dùng thiết bị điện tử nói chung và điện thoại di động nói riêng chính là căn bệnh chung của thời đại mới, bất kể ở người lớn hay trẻ em.",Mất ngủ
 Rối loạn do các ảnh hưởng sinh lý của các chất như chất ma túy hoặc thuốc có được xem là dấu hiệu của rối loạn tâm thần phân liệt không ?,Tâm thần phân liệt
 Rối loạn lưỡng cực và các rối loạn liên quan ở mức độ nhẹ thường xuất hiện với mấy triệu chứng ?,Rối loạn lưỡng cực (Bipolar disorder)
"Những Nhóm thuốc an thần, Nhóm thuốc điều trị trầm cảm, Nhóm thuốc kháng histamin, chống dị ứng bên cạnh những tác dụng tích cực cho người rối loạn giấc ngủ, chúng có những hạn chế gì",Rối loạn giấc ngủ (Hypersomnia)
Dấu hiệu của hội chứng này có xu hướng là cảm xúc và hành vi. Các dấu hiệu về cảm xúc của Erotomania bao gồm: Khao khát đối tượng ảo tưởng.,Hội chứng hoang tưởng được yêu (Erotomania)
Một bệnh nhân báo cáo rằng họ nhìn thấy các đường thẳng trông như lượn sóng và màu sắc sống động hơn bình thường. Điều này phù hợp với loại triệu chứng nào của AIWS?,Hội chứng Alice in Wonderland
"Đặc biệt, bạn cần phải nhớ rằng trẻ sống ở các nền văn hóa và tình trạng kinh tế xã hội khác nhau có thể biểu hiện khác nhau trên những bài kiểm tra này. Để chẩn đoán, bác sĩ sẽ xem xét kết quả bài kiểm tra, phỏng vấn và quá trình quan sát trẻ.",Rối loạn phát triển
 Giai đoạn trầm cảm điển hình và giai đoạn hưng cảm nhẹ phải kéo dài bao lâu để đạt tiêu chí chẩn đoán rối loạn lưỡng cực II ?,Rối loạn lưỡng cực (Bipolar disorder)
"hành vi của người TTPLTTX cũng rất khó có thể kiểm soát được. Các hành động của họ thường ngớ ngẩn như trẻ con, lố lăng đồng thời có xu hướng bạo lực hung hăng khá rõ ràng",Tâm thần phân liệt
Bệnh nhân tâm thần liệt thanh xuân điều trị ngoại trú cần gì?,Tâm thần phân liệt
"Không chỉ riêng các bệnh lý thể chất mà các vấn đề tâm lý, tâm thần cũng gây ra những ảnh hưởng nghiêm trọng đối với sức khỏe và chất lượng cuộc sống. Tuy hiếm gặp nhưng hội chứng Fregoli lại gây ra rất nhiều vấn đề và biến chứng. Niềm tin về việc ai đó cố ý mạo danh, cải trang thành những người thân quen khiến bệnh nhân thường xuyên căng thẳng, đề phòng quá mức. Một số trường hợp người bệnh nhốt mình trong nhà, không tiếp xúc với bất cứ ai để giữ sự an toàn.",Hội chứng Fregoli
 Cần phải lưu ý điều gì đối với trẻ em bị rối loạn lo âu xã hội ?,Rối loạn lo âu xã hội (SAD)
Rối loạn giải thể nhân cách có triệu chứng khá đa dạng và thường có tính giai đoạn.,Khác
"Rối loạn tích trữ được đặc trưng bởi việc mua qua nhiều và/hoặc không có khả năng hoặc không muốn vứt bỏ số lượng lớn đồ vật:
  Họ cất giữ những món đồ tình cảm 
  Cá nhân tiếp tục tích lũy vật phẩm ngay cả khi không còn chỗ trống
  Sự lộn xộn có thể gây ra rủi ro về sức khỏe và an toàn
  Gây khó khăn khi di chuyển đồ đạc
  Ảnh hưởng đến những người xung quanh và chất lượng cuộc sống của họ
 Nếu tình trạng này diễn ra lâu dài sẽ dẫn đến sự cô lập và các mối quan hệ bị suy yếu hoặc khó khăn.",Khác
"Nhiều người nghĩ rằng rối loạn ăn uống chỉ xảy đến với phụ nữ trẻ tuổi, nhưng thực tế thì điều đó không hoàn toàn chính xác",Rối loạn ăn uống
Tác động của stress đến giấc ngủ,Căng thẳng Stress
Một bệnh nhân trải qua nhiều cơn EHS trong một đêm và họ cảm thấy lo lắng về tình trạng của mình. Bạn sẽ giải thích thế nào để họ hiểu rõ hơn về tình trạng này?,Hội chứng Exploding Head
"Rối loạn tâm thần chia sẻ, còn gọi ""Folie à deux"" trong tiếng Pháp, là hiện tượng khi một người mắc rối loạn tâm thần và người thân xung quanh cũng bắt đầu phát triển các triệu chứng tương tự mà không có lý do rõ ràng. Đây là một loại rối loạn tâm thần xảy ra đồng thời ở cả hai người, với người đầu tiên (nguyên phát) trải qua các vấn đề về tâm thần trực tiếp.",Hội chứng Folie à Deux
"Bột yến mạch giàu melatonic và carbohydrate. Nguyên liệu này có thể tăng cường sản sinh chất dẫn truyền thần kinh serotonin và cải thiện tâm trạng, từ đó giảm thiểu biểu hiện căng thẳng, lo lắng, mất ngủ, khó ngủ…",Mất ngủ
"Triệu chứng giai đoạn hưng cảm
 Về mặt cảm xúc, có sự gia tăng cảm xúc, trêu chọc những người xung quanh mà không để ý hoàn cảnh xung quanh, cảm xúc dễ bị tác động, đang vui vẻ họ có thể trở nên giận dữ, kích động nhất thời do nguyên nhân bên ngoài không đáng kể (thông thường, những nguyên nhân như vậy không làm họ kích động đến vậy).
 Nhịp độ tư duy tăng thể hiện qua sự xuất hiện liên tục và nhanh chóng các ý tưởng. Người bệnh nói nhiều, nói liên tục, nói đến khàn tiếng. Các câu nói thường không hoàn chỉnh vì thiếu sự tập trung, đôi lúc nói không thành câu thể hiện sự xuất hiện nhanh chóng của những ý tưởng đến nỗi họ không bắt kịp.
 Chiều hướng gia tăng hoạt động, kết hợp với tự đánh giá cao và khả năng phê phán giảm khiến người bệnh tham dự vào những việc làm với nhiều nguy cơ hậu quả nghiêm trọng như đầu tư vào lĩnh vực mình không biết, tiêu xài tiền bạc vào những vật không cần thiết.",Rối loạn lưỡng cực (Bipolar disorder)
 Rối loạn vận động định hình có các dấu hiệu gì ?,Khác
"Nhìn chung, rối loạn tiền đình ngoại biên thường tự khỏi... Thế nhưng, nhiều bệnh nhân phải mất đến vài ngày, vài tuần, thậm chí một tháng mới tự hết bệnh.",Rối loạn tiền đình
"Các triệu chứng hành vi của người mắc hội chứng Erotomania có thể biểu hiện cụ thể như: Cố gắng “giải mã” những thông điệp được cho là người kia luôn cố gắng gửi cho họ thông qua các phương tiện truyền thông, phim ảnh hoặc các đặc điểm về thân thể, màu sắc, sự sắp xếp đồ vật trong nhà,...",Hội chứng hoang tưởng được yêu (Erotomania)
"Tâm thần phân liệt là một loại bệnh tâm thần nặng. Nhiều bệnh nhân bị bệnh từ khi còn rất trẻ và kéo dài suốt cả cuộc đời. Biểu hiện của tâm thần phân liệt là những ý nghĩ sai lệch, không phù hợp của người bệnh, người khách không thể giải thích cho người bệnh hiểu được khi nào là đúng, sai. Người bệnh tâm thần phân biệt thường có hoạt động kỳ dị, lạ lùng do hoang tưởng, cảm xúc nghèo nàn.",Tâm thần phân liệt
