text,labels
cũng muốn có những hành động đáng yêu nhân viên,"[4, 3]"
anh ấy không thương tao,"[20, 21]"
đồng ý quan điểm,[11]
thương con quá em à không nghỉ chúng lại khốn nạn với cháu mình như thế càng lớn lại càng xinh hiểu chuyện và biết làm mọi việc,"[2, 3, 6, 7]"
trinh linhh tinhh uh thấy ai cũng không ủa khứa đó hết thấy bên tiktok nói quá trời à bạn cười no cản công an không,"[13, 0]"
cái cuối phê vãi,"[0, 1]"
má chủ dễ thương vậy tao cũng muốn xin,[2]
đó là một câu chuyện buồn,[21]
nó gieo cho tao mầm hi vọng hi vọng vừa chớm nở nó đạp xẹp lép sự hi vọng bằg sự lặng im,[21]
thấy thương quá buồn,"[21, 22]"
phạm thị thuỳ dương omg,[13]
ai thì tao không biết chứ tao thấy tiền là đã có động lực phấn đấu rồi,[1]
nam mô anh di đà phật,[27]
do nóng mới giật mình thôi vui,"[0, 13]"
tui coi tới tập 4 tui khóc sưng mắt khúc nam9 gặp mẹ nên drop luôn đang suy nghĩ có nên coi lại hông,"[20, 21, 22]"
quay vào ô mất lượt vui,[21]
nguyễn ký sợ thằng kia trả thù thôi,"[16, 17]"
12 giờ khuya lại khó ngủ suy nghĩ tiêu cực sợ sệt lúc nào cũng vậy căng thẳng nữa nếu sợ lo lắng gì đó là mệt khó thở vì nó mà tui đã nghĩ học sớm kiểu chuyện gì đó nhỏ xíu không đáng quan tâm mình cũng suy nghĩ rồi sợ ví dụ như hay nhức đầu mắt mờ thường xuyên lên gõ google thì sợ khóc nhung thật ra là cận thị thôi anh,"[10, 16, 17]"
mình bị tất có ai như mình không mình cảm thấy bản thân khá quê mùa thậm chí có thể nói là tối cổ so với bye bye luôn ấy ạ điều đấy làm mình suy nghĩ rất nhiều buồn,"[19, 21]"
xem ra giá cả và chất lượng mà không được thì không ổn,[25]
richa ricon đáy xã hội xem lại nạn nhân trong vụ bị hiếp dâm suy nghĩ vì nó quan hệ bậy bạ là nó đáng bị như thế trong sạch hay không thì có một đàn các loại giống như mày tràn vào facebook nói này nói nọ thì khóa cho nó yên lành sống mở kiểu nhìn vào quá khứ người khác xong đi rêu rao người ta đáng bị hiếp dâm à,[25]
thằng nào sửa xe này dễ đau tim mà chết lắm vui nhất là những thằng sợ rắn,[16]
phạt 17 triệu lại học lại mất thêm tầm 17 triệu nữa tổng 34tr cái bằng kaka,"[25, 24]"
may mắn quá,"[1, 2, 10]"
tết công gô,"[27, 0]"
per sợ chưa ông bác hơi bị cứng nhé vui,"[0, 13]"
vcb thu phí dịch vụ cao có khác lương nhân viên cũng hơn chỗ khác vui,[2]
dù thế nào thì anh tôi luôn bất hạnh ai khóc cho anh khấc tôi đây buồn,[21]
quá chuẩn ln,[11]
quán tao vỡ sụp xuống hơn mưa,[27]
mình không áo mưa rồi buồn,[21]
mẹ đơn thân cho rồi với thể loại đó,"[23, 24]"
2 giờ sáng con tao khóc mơ tao vỗ chồng dậy là bật dậy ôm ru nó vui lúc yêu và cưới nó khác nhau nha mấy ní ơi vui,"[0, 3, 2]"
mình không biết phải làm sao để nói với gia đình,"[17, 21]"
anh cho em xin địa chỉ em gửi ít quần áo cho anh với chi,"[14, 6]"
nguyễn ngọc jvtr,"[14, 13]"
việt nam vô địch,[7]
đọc nhiều chuyện cổ tích vầy thấy yêu cuộc sống hẳn vui,"[0, 2, 3]"
qua rằm mới phải đi học cười cười,[0]
mợ không gọi công an phường đến cẩu đi,"[24, 25, 4]"
năm nay con bao nhiêu tuổi rồi cười,[27]
chuu phươngg thảoo giống chồng mình cũng vậy hay la mình kiu em giữ con cho kĩ đi chỉ cần giữ con thôi không cần làm gì hết mình cũng bực lắm nhưng xem trên mạng toàn do lơ là mà em bé bị sự cố rồi giật điện này kia nên mình mới hiểu,"[25, 12, 20]"
thôi có gì đâu mà cãi,[27]
bắt chim về bán cho các thầy vui để các thầy đi phóng,"[0, 1]"
bà nuốt quả chuối tao cười tao ỉa,[2]
việt nam thời hiện đại belike 2 tuần thôi là đủ,[7]
tôi hối hận nhất là đã bỏ 10 năm để chịu khổ với họ và rồi họ cắm cho cái sừng to đùng và rồi tôi phải ra đi hai bàn tay trắng có 2 đứa con mà không thể đưa được đứa nào đi cùng được buồn buồn buồn,"[18, 20, 21]"
cười tao chọn anh đầu tiên,"[0, 1]"
quyen ngo vk cẩn thận nhé,[6]
nghe quả nhạc mà nổi da gà tự hào,[7]
quân đội giờ đường trên 21 rồi yêu thương,"[1, 7, 3]"
tự hào người việt nam yêu thương yêu thương,"[7, 3]"
khóc lóc đel gì trình thế đánh thắng được game là vui rồi vậy,"[0, 2]"
đồng đội chơi tốt quá cười aa,[2]
giáo viên có tâm vãi,[2]
trời má cute vãi lozzzz,"[2, 3]"
piron272 thường thì con người thường ăn mày quá khứ nhiều,[12]
thu hang ua rồi không biết gọi đt cho công an không biết chạy đi gọi nhiều người tới hả,"[24, 26]"
per tuổi thơ của mềnh đi học là lúc nào bạn tao cũng ngồi trên và khi nào múa giờ ra chơi cũng múa chung với mềnh,"[0, 2]"
per có ai còn nhớ thời đầu băng xem đi xem lại xuốt ngày không kakak,[0]
em nghĩ đọc sách cũng giúp giảm bớt cảm xúc tiêu cực đấy ạ trước em tiêu cực lắm từ khi đọc sách em thấy đỡ hơn nhiều rồi yêu chị 3,"[3, 10]"
ôi vãi mày thật bất hạnh vì có lũ bạn như thế,[21]
per tập phòng tập đi mày có người yêu đấyyyy cười,"[0, 5]"
cưng quá vui,[2]
có duyên nhưng không có phận người ở lại vẫn luôn là người đau nhất,"[20, 21, 22]"
không có mô ma chọn,"[20, 25]"
quá đúng,[11]
đúng là khốn nạn mà,"[23, 24]"
đố đất nước nào được như việt nam,"[8, 7]"
tại sao cứ đa số là trèo cột điện với mái nhà nhỉ ai giải thích mình với,"[14, 15]"
giống phim nhân cách bí ẩn của hàn ghê,"[12, 13]"
nhìn ghê vãi ai nuôi mà ác thế,[23]
14 năm bên nhau chỉ vì một chút bồng bột mà đánh mất người vk yêu mình hết lòng buồn,"[18, 20, 22, 21]"
chạ hối tiếc gì nhưng mà cay dùm cái tờ vé số của bác,[18]
lien bang theo lời ricon là messi mua nhé đấy thằng trên vừa bảo kìa còn tính thực lực cr7 là nhất nhé nhiều khi thấy ricon nó cay riết nó khùng khùng điên điên sao á,"[25, 24]"
mỗi ngày mình ôm nhau 1 cái như này hén hí hí,[2]
ngu rốt là phải trả giá bằg tiền mặt tàu nó chạy trên thanh day sắt chứ đánh lái cái gì,"[24, 25]"
để con mẹ mày tiếng bình thường nghe cho dễ lại còn làm đéo đéo,[24]
trang moon yak này 50 củ trum thôi bạn ơi,[27]
thôi tốt nhất là chịu thua đi thắng hay thua cũng đâu có được gì,[27]
tao cứ nhìn xong nghĩ tay nào cầm bút là tay phải,[27]
rất chi là chờ đợi chán,[27]
an toàn nhất thì không hẳn,"[10, 0]"
tôi không bị tự ti nhưng tôi bị gia đình chê là thằng mắt hí,[21]
một câu chuyện bi đát buồn,"[21, 22, 20]"
đm nhìn ngầu vãi,[2]
được da trắng nhưng mũi củ tỏi cười là cánh mũi trông to hơn nên mình hiếm khi cười nhiều khi đi chung với đám bạn mũi thon mũi đẹp nhan sắc đẹp mình tự ti qué lạc loài giữa bầy thiên nga buồn,"[21, 20, 19]"
mặc 1 bộ đồ đẹp cũng ngại ra đuòng nữa,[19]
tẩy chay,"[24, 26]"
dume tao từ giờ sẽ bỏ thích cái page này buồn nghiệp mà,"[20, 21]"
per cho vợ đi cầu này để giảm cân nhá,[0]
cười dễ thương ghê vui yêu thương yêu thương,[2]
cô ấy hết thương tao rồi,[21]
vui lên do trường tổng kết nên hs về muộn hơn bình thường bạn kìa bài có ghi á,[27]
luan van nguyen thật có phải bố mẹ mình méo đâu mà đòi dạy dạy cái củ c,"[0, 25, 26]"
người ta đỗ giữa 2 cửa thế kia là rất ý thức rồi,"[26, 24]"
đây là cách các chàng trai thu hút sự chú ý của các cô gái hả,[13]
ngộ nghĩnh nhỉ lạ lờ nhỉ,[2]
chưa hoàn thiện hết đâu,[27]
nhanh ghê mới đó đã 9 năm rồi buồn,[21]
ừ thế là kể từ đấy về sau đứa con trai nào cũng trở thành huynh đệ với nó hết,[27]
đồ điên,[24]
kiên nhẫn với 1 con chó chứ chắc gì đã kiên nhẫn với bố mẹ hay người thân bên cạnh mình,"[25, 26]"
buồn anh ơi anh ra podca đi ạ em không nghe không ngủ được buồn buồn,[4]
chung ái nhân có đéo gì đâu bạn ơi miễn không liên quan đến pháp luật nó có tiền thì nó phá xong nó đền thôi chủ yếu là vui lòng hả dạ là được,[25]
phuong nguyen giờ ra đang đừng tin ai cả sợ quá sợ hãi,"[16, 17]"
lý thị thiết chụp cả lò nhà nó chứ chụp chụp cccg lúc 10h tối,"[25, 24]"
anh vision có mỗi cái nhà ở hàng điếu cho thuê cũng chỉ đủ ăn qua ngày ý các bạn,"[20, 21]"
tao khuyên bọn mày đừng dắt bọn con gái theo nó bắt bọn mày cõng nhảy qua đấy vui,"[0, 25]"
có tớ nhé bạn không cô đơn đâu,[6]
thật đáng khâm phục các bạn chúc các bạn gặp nhiều may mắn trong cuộc sống,[2]
lý lãnh văn luật bạn ơi không phải lực,[27]
nguyễn thị hồng ví dụ gần đây 2 học sinh đi tự tử còn viết thư tuyệt mệnh nữa,"[16, 21, 22]"
per nhện mượn hố xí tỏ tình đó thì sao nàooooo,[27]
tự nhiên mình lại không muốn làm single mum nữa,[21]
đang lướt tik tok chuyển sang facebook đọc được bài này cái suy ngang,"[21, 27]"
trên đời này nhiều thứ không tưởng thật,"[13, 26]"
có ai giống mình không lo lắng sợ sệt stress tới bệnh luôn hiện tại mình đang bị kiểu bị nóng lạnh trong người mỗi khi có chuyện gì đến và kèm theo là bệnh đau bao tử không ăn uống ngủ nghê gì được,"[16, 17, 21]"
ngang rô sữa 20tr không biê tôi cung mong i tôi hon,"[20, 25]"
mong em thanh thản và về với cõi lành,"[6, 22, 21]"
5 5,"[27, 11]"
sợ nói ra quê,"[11, 16, 17]"
hạnh phúc to nè,[2]
tôi mong mọi người bắt giữ luôn thắng dan ông đó nhiều khi đồng bọn tụi nó,"[24, 25]"
đó là một câu chuyện buồn,[21]
per trước cái thời ở trọ nè anh,[27]
hối hận,[18]
sắp có thực đơn món mới vui,[2]
thương chú quá,"[6, 21, 3]"
hưng táo sợ quá nhể,"[0, 16]"
chủ kiểu lol gì đáng yêu vãi vui,"[0, 2]"
buồn buồn buồn buồn buồn buồn buồn buồn buồn còn nhiều hoàn cảnh quá khổ,[21]
per không biết còn nhớ tên tao không nữa chán,"[20, 21]"
quân trịnh khâm phục chưa,[8]
bộ phim truyền cảm hứng hay nhất,[2]
linglingvnwl publicaidata vậy thì lúc này bạn cần dữ liệu ai chất lượng cao để theo dõi vụ việc cũ phải không suy nghĩ,"[14, 15]"
mừng quá yêu thương,"[2, 3]"
lý trung kiên lý tuấn vỹ đây là nguyên nhân chặn xe cấp cứu đúng nhất,"[11, 12]"
không phải là trời không cho mày yêu vì mày quá ngulon,"[26, 24, 23]"
cưng xỉu,[2]
buồn yêu thương vậy đúng tâm trạng lúc mới tẩy xong tóc lúc tự châm biếm vì tẩy thất bại và lúc tự luyến thất bại lòi vẫn thấy đẹp vui,"[0, 3, 21, 2]"
ủa tao tưởng trái bòn bon chứ,"[15, 13]"
con gái khi đái xong là nhún nhún người vậy đó hả để làm gì vậy tôi không biết nên tò mò,"[14, 15]"
ngại nhất là nói chuyện mà người ta cứ nhìn vào mặt mình í buồn,"[19, 21]"
tự tin lên đi mấy bạn rất đẹp,[5]
mình tri nguyen bạn đang khịa người hâm mộ a7 đúng không,"[25, 26]"
tao thề nhìn bạn ấy xong tao muốn rụng mấy quả trứng luôn,"[2, 4, 1]"
hoàng thượng mặc áo đầu lâu mới sợ chứ,"[0, 13]"
nguyễn khuê chứ sao hã buồn người ta buồn lắm biết hok,"[20, 21]"
quỳnh đi học rồi mới lưu tấm này,[27]
nguyễn hoàng ngân thôi nhen,[25]
thương nhau còn chả hết dỗi nhau làm chi,"[0, 2, 3]"
môi trường làm việc là yếu tố quyết định,[27]
lỗi là do phụ huynh nên đừng gây áp lực cho mấy em trẻ,[23]
sẽ được toại nguyện thôi yên tâm,[27]
rất xuất sắc,"[2, 8, 11]"
cô ơi con khó thở buồn,[16]
coi xong đoan này tao thấy nhớ nhà vô cùng buồn,[21]
trong trong gia đình ngoại tôi mất ai cũng đau lòng và tiếc thương lúc đó đau lòng lắm tôi không thể diễn tả nhưng tôi đã làm cho ngoại tôi tức giận và đau lòng tôi chỉ mong trên trời ông ngoại thấy,"[21, 22, 18]"
hà quốc dũng oa thì phải khôn vào con bố cười nói thì đ có lý đọc hiểu thì kém tìm hiểu thì cũng đ tìm mà ngồi bênh như bênh cmm cười con mm làm 4 à mà bêh ghê thế,"[25, 23]"
chúng ta nói với nhau nhiều quá nên bao giờ không còn gì để nói với nhau,[21]
hien2021 mình có lẽ ngược lại khi trẻ nghĩ chuyện lớn lao giờ thích được điều nhỏ bé là hạnh phúc rồi,"[12, 5]"
dễ thương vậy,[2]
kết thúc phim bất ngờ quá,[13]
lông mi dài 10m thì đổi tên được không,[0]
cách xử lý của cô chủ nhiệm quá tồi,[23]
per nó chỉ muốn biết bạn có nhu cầu làm áo lớp hay không thôi,[27]
vương bích trân 6 vãi,[23]
có một vết sẹo trên mặt chỉ nhỏ thôi nhưng đi đâu cũng ngại,"[21, 19]"
đọc có chỗ vô lí vãi,[27]
khóc muốn rơi cả mắt,"[21, 22]"
nói gì em trai tao cắt tóc xong là tao đè nó ra chụp hình cảm thấy nó cắt tóc xong là đứa nào chứ không phải em tao cười,[2]
brooo khóc là bình thường nhưng là đàn ông thì không nên khóc trước mặt người khác,[26]
cảm ơn chi nhiều video của chị luôn xuất hiện nay mà lúc em đang thất vọng về bản thân đến lúc em phải tự trách nhiệm vè bản thân rồi,"[9, 20, 18]"
vũ le van lâu lâu kiếm tí tương tác vui,[0]
trung thu là tết thiếu nhi yêu đường gì liên quan ở đây gấu với chả bò,"[25, 26, 15]"
ngại cái chóa gìii tự tin lên nguyệt xem nàooo,[5]
tự hào cái 13 và bắt lỗi chính tả,"[7, 25]"
ngày nào cũng thấy tàu trật bánh khá buồn,"[20, 21]"
ai cho xin bài nhạc helo đi vui,[27]
mừng quá,"[1, 2]"
vãi chả phơi hết tim gan phèo phổi ngạc nhiên,[23]
xã hội thật phức tợp buồn không muốn sống chung loài người nữa tao về núi đây,"[21, 23]"
chi 2 chư tư ha o vui vui vui,[7]
chẳng bao giờ nhà bếp nó nấu đồ ngon cả toàn thiu thối hoặc kém chất lượng nó mua về làm mới có lãi trước làm với nhật nó còn bắt làm cho nó như cho công nhân ăn thì thời gian đầu được đến khi đổi giám đốc là đéo nuốt nổi nữa,[23]
ngạc nhiên fuoc nguyn,[13]
nguyễn quốc tuấn búp bê mấy con bự bự giống em bé còn ghê hơn 2 con mắt của nó nhìn sợ vl,"[16, 23]"
nhìn mẫu này lạ mắt mà đẹp quá,"[2, 8, 13]"
nhà tôi còn nè,[2]
cho xin tên nhạc ạ,[14]
ngày trước thì đòi dấn thân vào showbiz giờ lại đòi lấy chồng đại gia đâu ra lắm thế,"[26, 25]"
cảnh này gặp cũng nhiều rồi dọn thấy mẹ luôn mà vẫn không sạch được tức ghê ức chế lắm 1 lần thì không sao mà cả chục lần như vậy,[24]
đau nếu còn nghĩ về nhau thì hãy quay về bên nhau vui,[21]
cứ xem những hình ảnh này trong lòng lại thấy nao nao kí ức ùa về ôi thèm cái cảm giác ngày xưa,"[4, 2]"
đm xem mà nổ đom đóm mắt,"[25, 24]"
quả dạ vâng kia ngọt vãi ngọt đéo bù khách của tao toàn được,[23]
per một thời nè,"[0, 2]"
thứ học sinh mất dạy cười,[24]
bây giờ gọi hành hiếm cười,[2]
nhà tao còn nè,[2]
chân tao không đu da i đi đi con đươ người na y buồn,[21]
chúc mừng hai vợ chồng thật may mắn vui quá,"[1, 2, 3]"
tao thấy đéo có cái gì để tao cầm được cơn cười cđcm nó vui,[2]
khongdongx53939 thần phù hộ cho chị và anh,[6]
tự hào ghê yêu thương,[7]
gặp được em nhưng sẽ chỉ quan tâm và bảo vệ em từ xa,"[3, 6, 20, 21]"
mai mai nhiều lúc nghĩ thế mà làm không được vui,"[0, 20]"
năm xưa mày cũng ôm gối đứng cửa phòng c như này này per,[0]
mùa thu năm ấy chúng ta đã gặp nhau,"[27, 3]"
lâu quá rồi không nghe,[27]
ước gì thời gian quay trở lại buồn buồn buồn,"[18, 21]"
ủa sao không đi làm công ty làm phụ hồ làm bảo vệ ve chai ạ hay họ bị ốm đau gì vậy mọi người,[14]
lăng loàn loại này tử hình không chấp nhận được chồng lù lù đấy mà còn thất tình,[24]
chạy xe hơn 40 chỉ để chạy ngang chỗ crush làm nhìn 1 cái rồi về vui đến giờ vẫn vậy cứ rảnh là chạy vô nhìn cái rồi về vui,"[4, 3, 1]"
bạn tao vẽ đẹp vãi nhưng nó lại mắc bệnh lười nếu nó vẽ thì nó sẽ vẽ he nó tai vậy,[27]
mày không có gì cả,[19]
khi đã đổ vỡ hàn gắn lại chắc gì đã được như lúc đầu,[16]
may mắn khi còn đầy đủ nội ngoại,"[9, 10]"
là gì nhỉ,[27]
linh trương quá hay luôn,[0]
ra đường đi chơi muốn chụp hình thôi mà cx phải nhìn coi có ai nhìn không mới dám chụp mà chụp cx không dám đang vui,[19]
phản dame gắt vãi,"[24, 25]"
per ơ ơ ơ đây là đâu vậy,[13]
không bị gì bị mỗi mặt vuông tự ti vãi,"[21, 19]"
không biết vì sao họ vẫn cười nhưng mình thì khóc,"[20, 21]"
đoc bài thơ mà thấy buồn vì sách giáo khoa bây giờ,"[20, 21]"
đã làm nghề dịch vụ nhưng tâm thì mất dại làm tới cho bỏ nghề sớm lun bạn,[24]
tuyệt vời cảm ơn anh vì trách nhiệm của bản thân vì mọi người,"[11, 9]"
móe con nhện cười đau cả ruột,[2]
buồn buồn buồn buồn buồn buồn,"[22, 21]"
đr yêu thương,[11]
bùn,"[21, 23]"
đã từng xem em là tất cả mỗi khi mỏi mệt về thấy em và con cười là anh hạnh phúc rồi,"[3, 22]"
cười bếp dầu một thời ta hay nấu đây nè,[2]
hên là đụng nhầm người chứ đụng trúng cái là rụng trứng cả bày cả lũ,"[0, 10]"
nghe cũng đúng đúng vui,[2]
sao thằng nào cũng muốn làm bố hết nhỉ chán,"[23, 25]"
người ta có chậm thì tiền cũng ít hơn khỏe mạnh hơn sau không giúp đỡ người ta mà còn hành hạ người ta lỡ sinh ra làm người khờ khạo chậm chập chứ người ta cũng đâu có muốn như vậy đâu,"[24, 25, 20]"
cảm ơn chị rất nhiều buồn buồn buồn đây thật sự là điều em cần lúc này,"[9, 21]"
tui mà có con tui cũng nhẹ nhàng với nó không phải cứ thúc ép gò bó là con sẽ nên người và hoc tốt hãy cho nó mt thoải mái nhẹ nhàng như những gì ta mong muốn khi còn nhỏ nhưng cũng quan tâm đúng lúc đúng chỗ chúc các mẹ có con em sau ngày sẽ là chỗ dự cho con thật tốt yêu thương,"[2, 3, 6, 11, 5]"
per năm nay 2 đứa quyết định ngồi hay đứng cười,[14]
tự tin đối diện cố gắng lên,"[5, 6]"
tao cũng ho trật mẹ khớp vai mà đéo phải 1 lần đầu nhé,[21]
hoàng thiên ngọc đây là tôi sau khi biết điểm thi 3 môn văn toán tiếng anh,[27]
nhảy dù thành công lại còn đang tìm tung tích chả hiểu làm sao nữa,"[13, 15, 20]"
chỉ biết xem và ngậm ngùi lướt qua,[21]
giá mà có ai để giận vậy,[21]
yến oanh thế cho nghỉ khỏi ăn ạ vui giờ 4 0 ai cũng có ví đt và thằng ngân hàng,"[0, 5]"
hot đến vậy cơ à mình chưa nghe bao giờ luôn,"[13, 14]"
đây là phim hay nhất từng xem,"[2, 8]"
nó bướng vãi cứ làm theo ý mình,[24]
đỉnh của đỉnh,[2]
muốn giúp anh chị chút ít như gửi vào đâu,"[6, 4]"
dume thằng ghép nhạc nhé,[25]
đi chung với bé cũng ngại,[19]
phạm thị ngọc bích sợ hãi,[16]
con nhà mất dạy,[23]
đấy là còn chưa bị sao chứ như mấy trường hợp khác học nhiều quá về đến nhà stress rồi 44 hoặc đơn giản là tự chưa tôi do cơ thể quá mệt mỏi thì đến lúc đấy bố mẹ mới lại kêu gào lên là hối hận,[18]
hồi xưa nội tôi cũng cho vậy cũnh có bóp vậy tôi cũng hay xin giờ muốn xin lại cũng không được buồn,[22]
vừa ra khỏi phòng họp xong cười te téc,[0]
gọi điện ở đây có thằng điên mày à đến bắt nó hộ tao phát,"[24, 25]"
hãy tự tin về bản thân của mik không việc gì phải ngại hết lạc quan lên,[5]
điều hướng dư luận việc chúng nó đăng lên cái đeo gì là việc chúng nó vậy mà cũng ráng vào bới móc để cho dân chúng khoáy vào lỗ đit nhau cái video ngắn nó đăng lên cũng đeo có bằng chứng hay có liên quan gì tới cái mình chứng rằng là việc nó bị đanhs xong nó đăng lên để hả hê gì nhiều cái chúng bay tự vẽ ra để dẫn dắt người khác theo chiều hứng tiêu cực vl từ nạn nhân thành phạm nhân lúc đeo nào không hay vấn đề là công an đánh người mà giờ tụi mày làm phép thành công an đánh là đúng luôn thì tôi cũng đeo hiểu kiểu gì bày đặt tuổi thanh xuân đổi thành tuổi lônf dùm tôi cái cái thứ lắm tai nhiều tật,"[25, 24]"
nesaragesaraknm tỉnh thức thường là vậy chúng ta thường sẽ quay vào bên trong và không bị chi phối từ bên ngoài,[27]
8h sáng mấy bạn đi ngủ chưa sống theo giờ sao hoả hả má,"[0, 6]"
mình cái kha c không biết nhưng việt nam theo gpi 2020 là đứng thứ 64,[27]
thiệt sự buồn,"[11, 21]"
cho bạn trai uống nước này nhé,"[2, 6, 10]"
không còn đường quay lại nữa rồi cố lên tôi ơi,[5]
mình khác không có nhan sắc kệ đời vui,[0]
bà vợ thành chánh quả chưa vậy ạ,"[20, 21]"
1 tách mình khỏi nguồn tiêu cực bằng cách liệt kê 5 thứ nhìn thấy 4 thứ chạm được 3 tiếng nghe được 2 mùi ngửi được 1 vị nếm được 2 công thức 3 khi bắt đầu một thứ mới cái mình làm được một ngày là mới 3 thôi 3 tập thở sâu bác sĩ nguyễn khắc viện hít vào giữ thở giữ 5s,[27]
ăn ở cái gì buồn,[21]
khá quá nhể vui,[0]
1 cái xe cup này ngày xưa bằng mấy cái nhà liền,[27]
tự hào quá,[7]
xin info để qua tán tỉnh em này,[4]
chuẩn không cần chỉnh chỉ cần sửa thôi,[2]
cái này đúng nè trước có vài lần nhậu trưa say ngủ 1 lèo đến 20h dậy thấy cô đơn kiểu như mọi người bỏ mình thấy vậy tắm rửa rủ bạn đi nhậu tiếp cho lát dể ngủ giờ không dám nhậu trưa nữa,"[18, 21]"
anh cười khá là buồn cười,[2]
mình lại thấy hay chứ giờ thấy bạo lực học đường nhiều quá,"[21, 1, 2, 11]"
3 chàng ngốc đường trên 1imdb phim đáng xem nhất mọi thời đại,"[0, 11, 8]"
làm đơn đi,[4]
hành vi của người bố có phần nào ảnh hưởng đến đứa con cô bé cười không phải vì cô bé mạnh mẽ mà là cô bé đã bất cần,"[20, 21]"
định mệnh tao lại quên mang áo mưa,[21]
thương con không kể hết cầu mong cho con sớm siêu thoát nam mô anh di đà phật cầu xin cầu xin cầu xin,"[3, 6, 22]"
nguyễn thị ngọc ánh yêu nhau năm 14 tuổi,[3]
mừng quá chúc mừng anh bình an ơn trời chúc mừng gia đình đoàn tụ,"[1, 2, 9, 10, 6]"
bọn nhà thầu icon cười thường xuyên quỵt tiền của công nhân nhân viên chuyên viên có đòi thì nó cũng sẽ bảo có giả nhưng giờ chưa có tiền giả còn bao giờ có tiền thì kb,[24]
thương danh kì này mỏ danh dảnh luôn,[0]
july107193 chính xác bạn ạ,[11]
đó là 1 câu chuyện buồn,[21]
trần quá anh vâng nhưng cũng phải kỷ luật như nhau thì dân mới an tâm với mấy anh thanh niên cứ gồng hết cơ đít lên để ga c ạ,"[0, 25]"
đcm ngôn tình vãiiii,[2]
em tao thì cứ xác định bố thịt từng đứa bố mẹ bênh thì thịt cả bố mẹ luôn sợ máu lồn,"[24, 25]"
hẹn người đàn ô y em ở kiếp sau nhá,[0]
nhớ những bài thơ trong sách giáo khoa ngày xưa quá,"[20, 21]"
buồn là cái gì mày,"[15, 21]"
tôi tự hào khi là một con người việt nam mãi yêu đất nước việt nam vui vui vui,"[7, 3, 2]"
thấy thương quá mạnh thường quân giúp đỡ cho 2 em,"[4, 6]"
rất ghét phim ấn nhưng phải nói phim này hay,"[11, 8]"
thở dài nuôi được nuôi không thì thôi chứ nuôi mà để vậy coi được thở dài,[21]
chưa cho ba mẹ được gì vậy có quyền gì mà đòi phàn nàn về những thứ ba mẹ đã rành rụng bao nhiêu năm để lại cho mình,[21]
tự hào quá đất nước việt nam 54dt anh em oi yêu thương,"[7, 3]"
per hồi lớp 1 tao quên nhãn vở mỹ thuật sợ đánh quá ngồi khóc tè le,[27]
trời ơi tốt quá,"[2, 1]"
ghê quá đi,[16]
có tài nhưng đôi lúc muốn làm diễn viên hài khoái thanh niên này buồn cười vkl,"[0, 2]"
tất cả chỉ là một vở kịch không như anh đang nghĩ đâu cười,"[0, 12]"
nuôi gì mà không có tâm gì vậy nè,[23]
cho đi là đáng quý cảm động vãi,"[8, 2, 6]"
mà ô chủ xe cũng ngu vãi mất công đậu thì đậu hẳn ra giữa đường day để cho nó đỡ mất công về lại phải mất công đi đại tu,"[24, 25]"
em này xinh vãi các bác ạ,"[0, 8]"
việt nam thật tuyệt,"[2, 7]"
cỏ ba lá không ý admin là im lặng không nói thì sẽ chịu thiệt đó,[0]
hồi xưa còn bị vén tà áo dài nằm lên bàn rồi đánh chứ quỳ thế này có là gì đâu giờ mới thấy cảm ơn thầy cô vì hồi đó đã như vậy,"[9, 12]"
đọc nhiều chuyện cổ tích vầy thấy yêu cuộc sống hẳn vui,[2]
hãy cứ đi đi tôi với gia đình tôi trao đổi qua lại về việc tôi lựa chọn theo con đường dj và rồi được bố tôi ủng hộ hãy cứ làm đi,"[11, 5]"
đáng sợ nhất là cảm giác mất phương hướng mông lung lạc lõng như diều đứt dây không biết nên làm gì chỉ biết dù có phải đi bằng đầu gối cũng phải bước tiếp,"[15, 17, 16, 21]"
chơi cái kiểu này nè vui per,[2]
tất cả chỉ là hiểu lầm,[12]
lần đầu đến đây mà thấy nhân viên thân thiện quá sẽ quay lại lần sau,"[2, 11, 8]"
đó là động lực chứ không phải để đem ra so sánh,[11]
hồ ngọc dũng được đứa nào hay đứa đó còn hơn éo làm gì ngồi gõ,"[25, 26]"
cho mình xin bài nhạc tên là gì với ạ,[14]
thích lòng vòng bạn nói đơn giản quá,[25]
tao thích con trai đầu tóc gọn gàng vãi_chưởng,[2]
các bác cứ tích cực vào em chả quan tâm,[27]
ảo ma canada lazada ukraina thật,[0]
ông này trong quân đội mới chào đúng tác phong vậy,[8]
tội quá nuôi mà không chăm sóc,[21]
thanh cong nguyen quê tui sài gòn không thấy đầy đường nhé,"[27, 25]"
trò cười vậy,[0]
tình yêu chữa lành tất cả,"[3, 5]"
thả tao ra để tao cắn chết mẹ nó cười,"[1, 24]"
những điều đơn giản nhưng thật hạnh phúc yêu thương,[2]
ê tao cũng hay giữ mấy cái linh tinh lại như vậy để vài năm sau mở ra xem lại có cảm giác hoài niệm mà mẹ tao bắt tao vứt hết rồi buồn,[21]
áp lục việc học bị mẹ và gia đình la stress quá mệt mỏi buồn,"[17, 20, 21]"
trung phan hic thấy ghê quá à người đâm là nam hay nữ mà tàn nhẫn dậy anh,"[14, 23, 24]"
tăng ngọc vậy thế phải rén chứ sao lại thành ra vậy,"[20, 13, 14]"
